,工作名称,工作城市,工作地点,工作公司,工作薪资,最大薪资(K),最小薪资(K),平均工资(K),工作学历,工作标签,工作经验,招聘详情页链接
1726,腾讯云计费平台后台开发(西安子公司）,西安,西安·雁塔区·枫林绿洲,腾讯,14-28K·16薪,28,14,21.0,本科,互联网,经验不限,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
1727,Python,西安,西安·雁塔区·高新软件园,华为,14-24K·14薪,24,14,19.0,本科,计算机软件,1年以内,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1728,Python,西安,西安·雁塔区·高新软件园,华为,12-20K,20,12,16.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1729,软件开发工程师,西安,西安·雁塔区·高新软件园,华为,12-24K,24,12,18.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1730,python开发工程师,西安,西安·雁塔区·高新软件园,华为,14-28K,28,14,21.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1731,软件开发工程师,西安,西安·雁塔区·高新软件园,华为,15-25K,25,15,20.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1732,高级爬虫工程师,苏州,苏州·虎丘区·科技城,安硕信息技术,15-25K,25,15,20.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/9735e33c0b0f35041XZ739i0.html
1733,高级python开发,苏州,苏州·苏州工业园区·独墅湖,众言科技,12-22K·13薪,22,12,17.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
1734,安全开发工程师,苏州,苏州,智慧芽,15-25K·13薪,25,15,20.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/4a723a5a71a44d740XZz3g~~.html
1735,Python开发工程师,苏州,苏州·苏州工业园区·独墅湖,中软国际,12-24K,24,12,18.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
1736,软件开发工程师（云开发）,苏州,苏州,山石网科,11-22K·15薪,22,11,16.5,本科,信息安全,经验不限,https://www.zhipin.com/gongsi/9fcbdcb3376313ee1HF909u8Ew~~.html
1737,python开发工程师,苏州,苏州·苏州工业园区·独墅湖,贝康医疗,15-25K·14薪,25,15,20.0,本科,医疗设备/器械,1-3年,https://www.zhipin.com/gongsi/16a58571ff6965720nZ439u1EQ~~.html
1738,测试工程师,苏州,苏州,华为,15-30K·15薪,30,15,22.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1739,Python工程师,苏州,苏州·苏州工业园区·独墅湖,华为技术有限公司,22-40K·16薪,40,22,31.0,不限,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1740,Python开发,苏州,苏州·相城区·高铁新城,万集科技,12-22K·14薪,22,12,17.0,本科,智能硬件,在校/应届,https://www.zhipin.com/gongsi/596cc510d14c39390XF42N6_.html
1741,软件开发工程师（Python）,苏州,苏州,苏州金龙,12-24K·14薪,24,12,18.0,本科,汽车生产,经验不限,https://www.zhipin.com/gongsi/c7c3a6a7cf2511701HR629o~.html
1742,Python开发工程师,苏州,苏州·苏州工业园区·独墅湖,万得,16-24K,24,16,20.0,本科,数据服务,3-5年,https://www.zhipin.com/gongsi/3be219eff47214b91nB42N26EQ~~.html
1743,软件开发工程师（网络爬虫方向）,苏州,苏州·虎丘区·科技城,中移,20-35K,35,20,27.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/2648244e9b13ed5b1XR709S7Fg~~.html
1744,Python开发工程师,苏州,苏州,达观数据,12-18K·14薪,18,12,15.0,大专,计算机软件,3-5年,https://www.zhipin.com/gongsi/13398c770ed6d8b61nB60tw~.html
1745,Python开发工程师讲师,苏州,苏州·张家港市·杨舍镇,弘智教育,15-20K,20,15,17.5,不限,培训机构,1-3年,https://www.zhipin.com/gongsi/1aa47c9daf87d28433d62ty4FQ~~.html
1746,Python工程师,苏州,苏州·吴中区·越溪,汇川技术,11-20K·15薪,20,11,15.5,本科,其他行业,1-3年,https://www.zhipin.com/gongsi/61ad09b1c47b9feb1Hx52dS8.html
1747,爬虫工程师,苏州,苏州,波司登羽绒服装,14-20K·14薪,20,14,17.0,大专,服装/纺织/皮革,经验不限,https://www.zhipin.com/gongsi/d91a4da1ee40d8a01XR-3t25FQ~~.html
1748,测试开发,苏州,苏州·虎丘区·科技城,博彦科技,15-20K·13薪,20,15,17.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/e715aa1be4283fc21nd62tq5.html
1749,Python开发工程师,苏州,苏州·苏州工业园区·车坊,同程艺龙,15-20K·14薪,20,15,17.5,本科,互联网,1-3年,https://www.zhipin.com/gongsi/5655835880426ec51nN62t-0.html
1750,python开发工程师（运维方向）,苏州,苏州·苏州工业园区·湖东,企查查,12-20K·15薪,20,12,16.0,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/d55f2db9a74b52d91nV93Ny0F1M~.html
1751,Python开发工程师,苏州,苏州·苏州工业园区·独墅湖,中软国际,12-24K,24,12,18.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
1752,高级安全开发工程师,苏州,苏州·苏州工业园区·斜塘,智慧芽,15-25K·13薪,25,15,20.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/4a723a5a71a44d740XZz3g~~.html
1753,高级python工程师,苏州,苏州·苏州工业园区·独墅湖,众言科技,16-22K,22,16,19.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
1754,Python工程师,苏州,苏州·苏州工业园区·独墅湖,华为,14-28K,28,14,21.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1755,云安全开发工程师(J10760),苏州,苏州,山石网科,12-24K·14薪,24,12,18.0,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/9fcbdcb3376313ee1HF909u8Ew~~.html
1756,python开发,苏州,苏州·苏州工业园区·独墅湖,华为技术有限公司,12-24K,24,12,18.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1757,Python开发工程师,苏州,苏州·昆山市·锦溪,联滔电子,7-10K·13薪,10,7,8.5,大专,电子/半导体/集成电路,1-3年,https://www.zhipin.com/gongsi/09a9752f0d5a38861X1_0ty5EA~~.html
1758,Python少儿讲师+入职交金+集团教育公司,苏州,苏州·虎丘区·狮山,无锡童程童美,8-13K,13,8,10.5,本科,培训机构,1-3年,https://www.zhipin.com/gongsi/716123a57b8d98f833B-0tu6GQ~~.html
1759,Python运维开发工程师,苏州,苏州·苏州工业园区·独墅湖,友谊时光,10-15K·13薪,15,10,12.5,本科,游戏,1-3年,https://www.zhipin.com/gongsi/ab8e61e1024117b033Z63NS4GA~~.html
1760,数位化软件开发工程师,苏州,苏州·昆山市·玉山,仁宝集团,5-9K,9,5,7.0,大专,电子/半导体/集成电路,经验不限,https://www.zhipin.com/gongsi/0d785747e2216c6c031729i1EQ~~.html
1761,软件工程师,苏州,苏州·昆山市·玉山,立臻科技,10-15K,15,10,12.5,本科,电子/半导体/集成电路,1-3年,https://www.zhipin.com/gongsi/36c63bb74e4c6dbf1ndy2NS0EVI~.html
1762,系统开发工程师,苏州,苏州·姑苏区·观前街地区,太湖雪,8-12K,12,8,10.0,本科,电子商务,3-5年,https://www.zhipin.com/gongsi/9473a76d23d8c2111nx_2967EA~~.html
1763,Python开发工程师,苏州,苏州·苏州工业园区·独墅湖,中软国际,12-24K,24,12,18.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
1764,高级安全开发工程师,苏州,苏州·苏州工业园区·斜塘,智慧芽,15-25K·13薪,25,15,20.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/4a723a5a71a44d740XZz3g~~.html
1765,高级python工程师,苏州,苏州·苏州工业园区·独墅湖,众言科技,16-22K,22,16,19.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
1766,Python工程师,苏州,苏州·苏州工业园区·独墅湖,华为,14-28K,28,14,21.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1767,云安全开发工程师(J10760),苏州,苏州,山石网科,12-24K·14薪,24,12,18.0,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/9fcbdcb3376313ee1HF909u8Ew~~.html
1768,python开发,苏州,苏州·苏州工业园区·独墅湖,华为技术有限公司,12-24K,24,12,18.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
1769,Python开发工程师,苏州,苏州,万得,12-17K·14薪,17,12,14.5,本科,数据服务,1年以内,https://www.zhipin.com/gongsi/3be219eff47214b91nB42N26EQ~~.html
1770,少儿编程讲师,苏州,苏州·苏州工业园区·湖东,小码教育,9-10K·13薪,10,9,9.5,本科,在线教育,经验不限,https://www.zhipin.com/gongsi/f7f8ddf0deaa72f403Vy3du-.html
1771,Python运维开发工程师（校招）,苏州,苏州·苏州工业园区·独墅湖,友谊时光,5-8K,8,5,6.5,本科,游戏,在校/应届,https://www.zhipin.com/gongsi/ab8e61e1024117b033Z63NS4GA~~.html
1772,Python,苏州,苏州·苏州工业园区·湖东,学大教育,6-8K,8,6,7.0,本科,培训机构,1年以内,https://www.zhipin.com/gongsi/0b61bdc4d441abb21nB639u4GA~~.html
1773,网络爬虫工程师,苏州,苏州·太仓市·万达广场,中润集团,10-15K,15,10,12.5,本科,O2O,3-5年,https://www.zhipin.com/gongsi/1b088b62e77a22081nN_29W6.html
1774,python开发,苏州,苏州·苏州工业园区·独墅湖,中软国际,12-24K,24,12,18.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
1775,python开发工程师,苏州,苏州·苏州工业园区·独墅湖,众言科技,15-25K,25,15,20.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
1776,大数据工程师,苏州,苏州,智慧芽,15-30K·14薪,30,15,22.5,本科,互联网,经验不限,https://www.zhipin.com/gongsi/4a723a5a71a44d740XZz3g~~.html
1777,Python开发工程师,苏州,苏州·苏州工业园区·独墅湖,华为,15-25K,25,15,20.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1778,软件开发工程师（SW）(Python),苏州,苏州,江苏创源智能,15-25K,25,15,20.0,本科,仪器仪表/工业自动化,3-5年,https://www.zhipin.com/gongsi/17de181fea948db81H1739u6Fg~~.html
1779,Python开发工程师,苏州,苏州·苏州工业园区·独墅湖,东湾信息,11-22K·13薪,22,11,16.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/6c2435663822b58b1nZ43926GA~~.html
1780,Python开发工程师,苏州,苏州·苏州工业园区·娄葑,楷轩伟业有限公司,15-22K,22,15,18.5,本科,计算机服务,5-10年,https://www.zhipin.com/gongsi/a1a1c54dfe72b35a1nZ-2ty4FVc~.html
1781,SDN开发工程师,苏州,苏州·苏州工业园区·独墅湖,云杉网络,13-25K,25,13,19.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/8568a1452ec57ccc0HF93du4.html
1782,后端开发工程师,苏州,苏州·相城区·蠡口家具城,Plus,35-65K·14薪,65,35,50.0,硕士,计算机软件,3-5年,https://www.zhipin.com/gongsi/fd9721a0772723d11XZ92d-0EA~~.html
1783,高级平台开发工程师,苏州,苏州,迈科网络,14-22K,22,14,18.0,本科,计算机软件,5-10年,https://www.zhipin.com/gongsi/0d382e9128b119f51Xx709U~.html
1784,python程序员，开发工程师,苏州,苏州·虎丘区·木渎,好客搜,15-25K,25,15,20.0,大专,互联网,3-5年,https://www.zhipin.com/gongsi/3ce636a946d158b233F_096-GQ~~.html
1785,后端开发实习生,苏州,苏州·相城区·高铁新城,魔门塔科技,9-11K,11,9,10.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/a3fff9582538ae7f03J92d27.html
1786,软件工程师,苏州,苏州·虎丘区·枫桥地区,SLC,15-20K,20,15,17.5,本科,工程施工,3-5年,https://www.zhipin.com/gongsi/8a3fcf06cb9151b31ndy29W6GA~~.html
1787,Python高级开发工程师,苏州,苏州·苏州工业园区·独墅湖,研途教育科技,15-17K,17,15,16.0,大专,互联网,3-5年,https://www.zhipin.com/gongsi/794b561009c898fc1nR62d-1.html
1788,Python,苏州,苏州,苏州若态科技,11-16K,16,11,13.5,大专,玩具/礼品,1-3年,https://www.zhipin.com/gongsi/df4fcaee71b31ba31nJ63t2_FQ~~.html
1789,Python开发工程师,苏州,苏州·昆山市·玉山,益麦电磁,11-15K,15,11,13.0,硕士,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/d8a57555a93cf0a00nR-3Nm4.html
1790,Python开发工程师,苏州,苏州·苏州工业园区·月亮湾,万得,10-15K·14薪,15,10,12.5,本科,数据服务,1-3年,https://www.zhipin.com/gongsi/3be219eff47214b91nB42N26EQ~~.html
1791,爬虫开发,苏州,苏州·苏州工业园区·娄葑,苏州鑫锦华,15-30K,30,15,22.5,本科,其他服务业,1-3年,https://www.zhipin.com/gongsi/735ba89e4309d9341nN52t6-E1U~.html
1792,高级python开发工程师-苏州,苏州,苏州·苏州工业园区·独墅湖,众言科技,12-24K,24,12,18.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
1793,Python工程师,苏州,苏州·苏州工业园区·独墅湖,华为,14-28K·13薪,28,14,21.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
1794,上位机软件工程师,苏州,苏州·苏州工业园区·胜浦,镁伽科技,18-25K·16薪,25,18,21.5,本科,智能硬件,3-5年,https://www.zhipin.com/gongsi/a1477bf5e1295b4a1HVz0t-0.html
1795,产品开发经理,苏州,苏州·苏州工业园区·湖东,超存软件科技,9-12K,12,9,10.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/b6a95a47a449d73a3nF63NS1.html
1796,Python开发工程师,苏州,苏州·昆山市·花桥,山梧智能,8-10K,10,8,9.0,本科,智能硬件,1年以内,https://www.zhipin.com/gongsi/26d68bcd72795e501nZ_2N60E1Q~.html
1797,Odoo工程师,苏州,苏州·张家港市·凤凰镇,德莱美,5-10K·15薪,10,5,7.5,大专,日化,1-3年,https://www.zhipin.com/gongsi/09649270141ef55003x739u0Fw~~.html
1798,Python开发工程师,苏州,苏州·苏州工业园区·独墅湖,日贸通,8-12K,12,8,10.0,大专,电子商务,1-3年,https://www.zhipin.com/gongsi/aa46a8bff7aeb4331nB72Ny7GFU~.html
1799,爬虫工程师,苏州,苏州·苏州工业园区·独墅湖,苏州瑞翼,10-15K·14薪,15,10,12.5,本科,互联网,3-5年,https://www.zhipin.com/gongsi/9cc903e22af216e21XN93Ny7.html
1800,Python后端开发工程师,苏州,苏州·吴江区·松陵,中达电子,6-8K·14薪,8,6,7.0,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/0527ceb76bc400a71XJ509S0.html
1801,数据运维工程师,苏州,苏州·苏州工业园区·湖东,苏州量堂信息科技...,7-11K·13薪,11,7,9.0,不限,互联网,经验不限,https://www.zhipin.com/gongsi/d60bfdbddbe3808203Z_39q5GA~~.html
1802,爬虫工程师,苏州,苏州,布瑞克,8-12K,12,8,10.0,大专,电子商务,1-3年,https://www.zhipin.com/gongsi/5096ba6b2303fb1c0XF-2dS0EA~~.html
1803,python开发,苏州,苏州·虎丘区·高新区,Sifo,5-10K,10,5,7.5,本科,仪器仪表/工业自动化,经验不限,https://www.zhipin.com/gongsi/1f7ce5748ce973201XZ50tS7EQ~~.html
1804,软件开发工程师,苏州,苏州·昆山市·开发区,鼎镁新材料,8-12K,12,8,10.0,大专,机械设备/机电/重工,3-5年,https://www.zhipin.com/gongsi/6731f4f8aafe37051nx839u1EFA~.html
1805,数据工程师,苏州,苏州,中越科技,5-10K·13薪,10,5,7.5,本科,计算机服务,经验不限,https://www.zhipin.com/gongsi/06b53f084e9cf5481XR709y9Fg~~.html
1806,爬虫工程师,苏州,苏州·吴中区·越溪,追觅科技,12-24K·15薪,24,12,18.0,本科,家具/家电/家居,1-3年,https://www.zhipin.com/gongsi/86aacce0b3d9a1121nx62d29FlM~.html
1807,Python后端开发,苏州,苏州,江苏创源智能,15-23K·13薪,23,15,19.0,本科,仪器仪表/工业自动化,3-5年,https://www.zhipin.com/gongsi/17de181fea948db81H1739u6Fg~~.html
1808,python 开发工程师,苏州,苏州·苏州工业园区·独墅湖,巴纳德,10-15K,15,10,12.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/70154d3196a7f1991nR-29q0GFM~.html
1809,Python高级工程师,苏州,苏州·苏州工业园区·湖东,苏州闻道,12-20K·14薪,20,12,16.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/5c35d625f63a4d650nR829i_.html
1810,Python工程师,苏州,苏州·苏州工业园区·独墅湖,机数芯微科技,12-15K·14薪,15,12,13.5,本科,电子/半导体/集成电路,1-3年,https://www.zhipin.com/gongsi/cde4c530ffc0c9a31ndy2Ni6GVo~.html
1811,Python开发工程师,苏州,苏州·苏州工业园区·娄葑,方舟信息技术,10-14K,14,10,12.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/1acc2f04dfab04af1HB50964.html
1812,物联网后台工程师,苏州,苏州·昆山市·玉山,微商通网络,25-30K·14薪,30,25,27.5,本科,移动互联网,5-10年,https://www.zhipin.com/gongsi/d10d5ddf14196f3403Ny2tS9Fw~~.html
1813,python工程师,苏州,苏州·苏州工业园区·独墅湖,中软国际,11-20K,20,11,15.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
1814,Python高级开发工程师,苏州,苏州·苏州工业园区·独墅湖,研途教育科技,15-17K,17,15,16.0,大专,互联网,3-5年,https://www.zhipin.com/gongsi/794b561009c898fc1nR62d-1.html
1815,爬虫工程师 (MJ000101),苏州,苏州·姑苏区·苏锦,联恩商钥,10-15K,15,10,12.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/18584156a2cc7b681nFy3d-_GVQ~.html
1816,Python开发工程师,苏州,苏州·姑苏区·友新,川普,10-11K,11,10,10.5,本科,计算机软件,5-10年,https://www.zhipin.com/gongsi/53f9676213a94cb01nVz3tq5GA~~.html
1817,资深python开发工程师-苏州,苏州,苏州·苏州工业园区·独墅湖,众言科技,16-30K,30,16,23.0,本科,互联网,5-10年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
1818,python开发工程师,苏州,苏州,誉隆信息,10-15K,15,10,12.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/bc666f46f311ccdb1XV63ty_Fg~~.html
1819,python,苏州,苏州·昆山市·花桥,山梧智能,10-15K,15,10,12.5,本科,智能硬件,1-3年,https://www.zhipin.com/gongsi/26d68bcd72795e501nZ_2N60E1Q~.html
1820,软件工程师,苏州,苏州·昆山市·玉山,立臻科技,6-10K,10,6,8.0,大专,电子/半导体/集成电路,1-3年,https://www.zhipin.com/gongsi/36c63bb74e4c6dbf1ndy2NS0EVI~.html
1821,erp开发,苏州,苏州,苏州若态科技,8-13K,13,8,10.5,大专,玩具/礼品,1-3年,https://www.zhipin.com/gongsi/df4fcaee71b31ba31nJ63t2_FQ~~.html
